ID,Rank (Temp),User,Rank,Score,SS,SSW,Place,Set Win Rate,Game Win Rate,Barnacle,Bluefin,Brinewater,Crableg,Eeltail,Flounder,Haggle,Hammerhead,Humpback,Inkblot,Lemuria,Mahi,Mako,Manta,Marlin,Mincemeat,Museum,Robo,Scorch,Shipshape,Sturgeon,Umami,Undertow,Urchin,Wahoo,Color,Color_Alt,Barnacle,Bluefin,Brinewater,Crableg,Eeltail,Flounder,Haggle,Hammerhead,Humpback,Inkblot,Lemuria,Mahi,Mako,Manta,Marlin,Mincemeat,Museum,Robo,Scorch,Shipshape,Sturgeon,Umami,Undertow,Urchin,Wahoo,Sets Played,Tourneys Played
126,80,Colet,80,41.102,84.77175,97.97,52.63,25,40,0,---,---,---,---,---,100,---,---,50,---,0,100,---,---,---,---,0,---,100,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,4,1
141,81,Luigia,81,40.305,55.58375,13.706,50,50,50,100,---,---,100,---,---,---,---,---,0,---,---,50,---,---,---,---,0,---,0,---,100,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,4,1
109,82,Zyler,82,40.045,64.2135,31.219,55.56,50,55.56,0,---,---,100,---,---,0,---,---,0,---,100,100,---,---,---,---,100,---,---,---,50,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,4,1
108,83,spinel,83,38.437,60.53275,27.919,55.56,50,50,0,---,---,100,---,---,---,---,---,0,---,100,100,---,---,---,---,0,---,---,---,50,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,4,1
112,84,Nathpro,84,38.057,57.12403,20.628,32.93091,40,39.13,0,---,---,33.33,---,---,0,---,---,100,---,25,100,---,---,---,---,100,---,---,---,0,33.33,---,---,9EE1F5,2AB3D6,4,0,0,3,0,0,1,0,0,3,0,4,1,0,0,0,0,2,0,0,0,2,3,0,0,10,2
110,85,Kanga,85,37.699,57.36067,36.379,44.44,50,56.25,100,---,---,0,---,---,100,---,---,50,100,66.67,100,---,---,---,---,50,---,0,---,33.33,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,2,1,3,1,0,0,0,0,2,0,1,0,3,0,0,0,6,1
163,86,Mars,86,37.566,67.851,44.924,33.33,33.33,44.44,---,---,100,0,---,---,50,---,---,0,---,---,---,---,---,---,---,---,---,0,---,0,100,---,---,9EE1F5,2AB3D6,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,1
190,87,hydrabubu,87,37.246,71.15067,47.716,33.33,33.33,37.5,---,---,0,---,---,---,100,---,---,---,---,---,0,---,---,---,0,0,---,50,---,---,100,---,---,9EE1F5,2AB3D6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,3,1
12,88,NomNom,88,37.147,38.434,37.986,100,85.71,75,100,---,---,---,---,---,100,---,66.67,50,---,66.67,66.67,---,---,---,100,100,---,0,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,3,2,0,3,3,0,0,0,3,3,0,1,0,0,0,0,0,7,1
118,89,Bakuma,89,36.824,81.726,62.691,33.33,40,50,50,---,---,---,---,---,50,---,---,50,---,0,100,---,---,---,---,50,---,50,---,50,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,2,0,2,0,2,0,0,0,5,1
25,90,Daki,90,36.793,57.44517,57.445,100,100,93.33,100,---,---,100,---,---,---,---,0,100,---,100,100,---,---,---,---,100,---,100,---,100,---,---,---,9EE1F5,2AB3D6,3,0,0,1,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,2,0,1,0,0,0,6,1
8,91,mango fv,91,36.783,54.315,53.934,90,80,76.92,---,---,---,---,---,---,100,---,50,100,---,50,100,---,---,---,50,100,---,100,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,2,2,0,2,2,0,0,0,2,1,0,1,0,0,0,0,0,5,1
45,92,Kevio,92,36.588,59.9998,50.592,75,60,50,100,---,---,---,---,---,---,---,66.67,0,---,0,0,---,---,---,---,100,---,---,---,40,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,2,0,0,0,5,0,0,0,5,1
104,93,jolt,93,35.278,47.716,47.716,22.22,100,75,---,---,---,---,---,---,---,---,---,---,---,100,100,---,---,---,---,100,---,---,---,0,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
64,94,luizent,94,35.014,52.094,35.153,38.095,50,52.17,100,---,---,0,---,---,100,---,---,33.33,---,33.33,66.67,---,---,---,---,100,---,0,---,0,66.67,---,50,9EE1F5,2AB3D6,1,0,0,1,0,0,2,0,0,3,0,3,3,0,0,0,0,2,0,2,0,1,3,0,2,8,2
33,95,Yuyu,95,34.738,66.74515,20.622,17.14,33.33,42.31,50,---,---,50,---,---,25,---,---,50,---,25,66.67,---,---,---,---,60,---,16.67,---,50,0,---,---,9EE1F5,2AB3D6,6,0,0,6,0,0,4,0,0,4,0,8,6,0,0,0,0,5,0,6,0,6,1,0,0,21,6
27,96,starfi$h,96,34.473,58.05844,47.513,37.37,63.64,64.29,85.71,---,---,33.33,---,---,---,---,0,100,---,25,66.67,---,---,---,---,100,---,0,---,80,---,---,---,9EE1F5,2AB3D6,7,0,0,3,0,0,0,0,1,1,0,4,3,0,0,0,0,3,0,1,0,5,0,0,0,11,2
62,97,Koooo,97,33.7,62.94425,43.401,57.14,50,45.45,0,---,---,0,---,---,---,---,---,100,---,100,0,---,---,---,---,66.67,---,100,---,---,0,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,1,0,0,1,0,0,4,1
137,98,NodoDodo,98,33.61,78.68,80.711,33.33,20,30.77,---,---,---,0,---,---,50,---,---,0,---,100,0,---,---,---,---,0,---,0,---,50,33.33,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,3,0,0,5,1
77,99,Steam64137,99,33.173,50.94753,26.65,22.725,50,54.55,0,---,---,100,---,---,66.67,---,---,25,---,100,33.33,---,---,---,---,66.67,---,0,---,100,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,3,0,0,4,0,2,3,0,0,0,0,3,0,2,0,3,0,0,0,8,2
89,100,Sherbet,100,32.991,69.54333,22.843,63.64,33.33,37.5,100,---,---,100,---,---,0,---,---,100,---,---,0,---,---,---,---,0,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,1
177,101,basil,101,32.905,41.56075,16.371,16.67,50,50,100,---,50,0,---,---,0,---,---,---,---,100,---,---,---,---,100,---,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1
51,102,Shark,102,32.747,70.55825,63.833,50,50,41.67,50,---,---,100,---,---,0,---,---,---,---,0,50,---,---,---,100,0,---,0,---,---,0,---,---,9EE1F5,2AB3D6,2,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,4,1
80,103,Flowery,103,32.684,68.93876,55.939,12.888,25,31.25,25,---,---,0,---,---,25,---,---,25,---,0,33.33,---,---,---,0,75,---,0,---,25,100,0,---,9EE1F5,2AB3D6,4,0,0,1,0,0,4,0,0,4,0,1,6,0,0,0,1,4,0,1,0,4,1,1,0,12,3
197,104,h,104,31.175,61.84433,20.305,33.33,33.33,28.57,---,---,---,---,---,---,100,---,---,---,---,---,---,---,---,---,100,0,---,0,---,0,0,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,3,1
198,104,froyo,104,31.175,61.84433,20.305,33.33,33.33,28.57,---,---,---,---,---,---,100,---,---,---,---,---,---,---,---,---,100,0,---,0,---,0,0,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,3,1
111,106,SquibKid,106,30.77,47.12333,22.504,33.33,50,43.75,66.67,---,---,0,---,---,100,---,---,50,---,50,50,---,---,---,---,0,---,---,---,33.33,---,---,---,9EE1F5,2AB3D6,3,0,0,1,0,0,1,0,0,2,0,2,2,0,0,0,0,2,0,0,0,3,0,0,0,6,1
91,107,Fazukega,107,30.608,48.05433,22.843,36.36,50,47.06,50,---,---,0,---,---,100,---,---,0,---,50,0,---,---,---,---,100,---,50,---,0,---,---,---,9EE1F5,2AB3D6,2,0,0,1,0,0,3,0,0,2,0,2,1,0,0,0,0,2,0,2,0,2,0,0,0,6,1
42,108,fisneyyy,108,30.455,56.2438,34.856,50,60,58.33,0,---,---,---,---,---,---,---,50,100,---,100,100,---,---,---,---,0,---,0,---,100,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,5,1
101,109,KustKebab,109,30.371,65.2792,39.594,33.33,40,41.67,50,---,---,---,---,---,66.67,---,---,0,---,0,50,---,---,---,---,---,---,---,---,50,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,5,1
24,110,Mauve!,110,30.271,39.08633,37.31,63.64,66.67,57.14,100,---,---,50,---,---,---,---,---,---,---,0,100,---,---,---,---,---,---,---,---,100,---,---,---,9EE1F5,2AB3D6,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
189,111,Jimmy,111,29.231,64.0865,28.934,0,50,40,100,---,0,---,---,---,0,---,---,---,---,---,100,---,---,---,---,---,---,---,---,---,0,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1
187,112,Shira,112,28.769,57.78333,15.482,25,33.33,33.33,0,---,0,---,---,---,---,---,---,100,---,100,---,---,---,---,---,0,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1
150,113,Huge,113,28.737,58.54467,1.015,20,33.33,50,100,---,---,100,---,---,0,---,---,---,---,0,0,---,---,---,---,100,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,3,1
37,114,Samino,114,28.694,70.55843,44.501,72.73,42.86,45,33.33,---,---,50,---,---,---,---,0,66.67,---,33.33,50,---,---,---,---,50,---,---,---,50,---,---,---,9EE1F5,2AB3D6,3,0,0,4,0,0,0,0,1,3,0,3,2,0,0,0,0,2,0,0,0,2,0,0,0,7,1
7,115,Svenja,115,28.314,81.219,72.335,75,66.67,52.38,75,---,---,---,---,---,---,---,---,---,---,80,75,---,---,---,---,0,---,---,---,25,---,---,---,9EE1F5,2AB3D6,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,4,0,0,0,6,1
9,116,Frook,116,28.033,36.887,27.411,60,66.67,71.43,100,---,---,---,---,---,---,---,100,100,---,---,100,---,---,---,0,0,---,100,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,1
22,117,dylan,117,27.787,39.213,28.088,60,75,60,---,---,---,---,---,---,---,---,0,100,---,50,100,---,---,---,100,0,---,0,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,1,1,0,1,0,0,0,0,0,4,1
176,118,Mango,118,27.546,45.4315,16.371,8.335,33.33,38.46,50,---,66.67,0,---,---,0,---,---,0,---,50,0,---,---,---,100,---,---,---,---,0,---,---,---,9EE1F5,2AB3D6,2,0,3,1,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,6,2
132,119,Zerkyy_aim,119,27.265,70.389,36.041,20,33.33,33.33,---,---,---,---,---,---,100,---,---,---,---,---,0,---,---,---,---,0,---,0,---,---,100,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,3,1
195,120,deco,120,27.148,69.28933,22.081,16.67,33.33,28.57,100,---,---,---,---,---,0,---,---,0,---,---,---,---,---,---,100,---,---,0,---,0,0,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,1
196,120,GoldenLocks,120,27.148,69.28933,22.081,16.67,33.33,28.57,100,---,---,---,---,---,0,---,---,0,---,---,---,---,---,---,100,---,---,0,---,0,0,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,1
53,122,mimiko,122,26.536,46.637,23.858,33.33,50,50,100,---,---,0,---,---,0,---,---,---,---,---,0,---,---,---,0,100,---,100,---,100,100,---,---,9EE1F5,2AB3D6,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,4,1
54,122,gie,122,26.536,46.637,23.858,33.33,50,50,100,---,---,0,---,---,0,---,---,---,---,---,0,---,---,---,0,100,---,100,---,100,100,---,---,9EE1F5,2AB3D6,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,4,1
65,124,Oblivion,124,26.221,50.8885,19.29,28.57,50,50,0,---,---,0,---,---,100,---,---,---,---,100,100,---,---,---,---,---,---,---,---,50,0,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,4,1
30,125,RipLBP,125,25.492,48.731,28.173,54.55,50,50,100,---,---,---,---,---,---,---,0,0,---,100,100,---,---,---,---,0,---,---,---,50,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,4,1
41,126,Zander,126,25.412,40.10163,31.599,20.835,50,47.37,0,---,---,---,---,---,---,---,0,50,---,100,50,---,---,---,---,100,---,50,---,40,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,3,0,2,0,5,0,0,0,8,2
115,127,Obs,127,25.312,59.52526,49.239,9.87556,25,27.78,100,---,---,0,---,---,0,---,---,0,0,33.33,0,---,---,---,---,0,---,0,---,66.67,0,---,---,9EE1F5,2AB3D6,2,0,0,1,0,0,2,0,0,1,1,3,1,0,0,0,0,2,0,1,0,3,1,0,0,8,2
20,128,BRUTUS,128,25.106,51.472,18.637,21.113,36.36,39.13,---,---,---,0,---,---,0,---,100,66.67,---,33.33,28.57,---,---,---,---,100,---,0,---,0,100,---,100,9EE1F5,2AB3D6,0,0,0,1,0,0,1,0,1,3,0,3,7,0,0,0,0,1,0,1,0,3,1,0,1,11,3
167,129,Snowman10,129,25.024,57.52933,6.091,16.67,33.33,33.33,100,---,50,0,---,---,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
168,129,FuzzyOctopod,129,25.024,57.52933,6.091,16.67,33.33,33.33,100,---,50,0,---,---,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
69,131,Fake Name,131,24.99,59.25449,20.508,10.57,25,26.32,25,---,---,25,---,---,33.33,---,---,33.33,---,25,0,---,---,---,---,50,---,0,---,33.33,50,---,---,9EE1F5,2AB3D6,4,0,0,4,0,0,3,0,0,3,0,4,6,0,0,0,0,4,0,2,0,6,2,0,0,16,4
130,132,Einhorn,132,24.509,63.621,32.995,14.29,33.33,33.33,0,---,---,0,---,---,100,---,---,0,---,100,---,---,---,---,---,50,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,3,1
90,133,Saturn <3,133,24.353,65.96037,29.474,14.77056,17.65,25,40,---,---,0,---,---,28.57,---,---,16.67,---,40,20,---,---,---,---,50,---,0,---,0,---,---,---,9EE1F5,2AB3D6,5,0,0,2,0,0,7,0,0,6,0,5,5,0,0,0,0,6,0,2,0,6,0,0,0,17,4
67,134,Lappy,134,23.816,58.376,9.645,42.86,33.33,37.5,0,---,---,100,---,---,---,---,---,---,---,100,0,---,---,---,---,0,---,0,---,---,100,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,3,1
76,135,Ski6,135,23.113,75.63433,50.254,16.67,33.33,33.33,---,---,---,---,---,---,---,---,---,100,---,0,100,---,---,---,0,---,---,---,---,---,0,---,0,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3,1
142,136,anny,136,22.484,65.8884,15.228,25,20,25,0,---,---,0,---,---,---,---,---,0,---,50,33.33,---,---,---,---,---,---,50,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,2,0,2,0,0,0,5,1
146,137,kamek,137,22.028,62.28279,1.015,10.76923,20,33.33,0,---,---,---,---,---,50,---,---,0,---,0,0,---,---,0,---,25,---,---,---,50,100,---,100,9EE1F5,2AB3D6,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,4,0,0,0,2,1,0,1,5,2
186,138,Tonolus,138,21.922,54.65333,28.934,0,33.33,28.57,100,---,0,---,---,---,0,---,---,0,---,0,100,---,---,---,---,---,---,---,---,---,0,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1
103,139,Pinch,139,21.376,62.05575,26.142,22.22,25,30,100,---,---,---,---,---,50,---,---,0,---,0,0,---,---,---,---,50,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,4,1
52,140,Alice,140,21.331,52.03033,0,33.33,33.33,44.44,0,---,---,33.33,---,---,---,---,---,---,---,---,100,---,---,---,0,---,---,50,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,3,1
6,141,Anti,141,21.239,47.766,44.67,16.25,25,31.82,0,---,---,---,---,---,100,---,0,0,---,25,50,---,---,---,---,33.33,---,---,---,66.67,---,---,0,9EE1F5,2AB3D6,2,0,0,0,0,0,1,0,2,2,0,4,4,0,0,0,0,3,0,0,0,3,0,0,1,8,3
36,142,Jaiden,142,21.047,68.49727,9.899,10.32143,18.18,26.92,0,---,---,0,---,---,---,---,100,0,---,40,20,---,---,---,---,50,---,0,---,40,---,---,---,9EE1F5,2AB3D6,3,0,0,2,0,0,0,0,1,2,0,5,5,0,0,0,0,2,0,1,0,5,0,0,0,11,3
178,143,hiro,143,20.813,59.06443,15.482,8.33333,14.29,20,0,---,0,0,---,---,---,---,---,100,---,33.33,---,---,---,---,0,0,---,---,---,0,---,---,---,9EE1F5,2AB3D6,3,0,2,1,0,0,0,0,0,2,0,3,0,0,0,0,2,1,0,0,0,1,0,0,0,7,3
66,144,Mixed_soup,144,19.967,64.69782,21.827,18.82143,16.67,20,0,---,---,50,---,---,100,---,---,0,---,0,0,---,---,---,---,0,---,0,---,50,0,---,---,9EE1F5,2AB3D6,1,0,0,2,0,0,1,0,0,2,0,2,2,0,0,0,0,1,0,1,0,2,1,0,0,6,2
43,145,LunaZzero,145,19.298,48.56167,36.548,33.33,33.33,28.57,0,---,---,0,---,---,---,---,50,---,---,0,0,---,---,---,---,---,---,100,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1
113,146,Gibbons,146,18.391,62.5635,36.041,0,25,33.33,0,---,---,0,---,---,---,---,---,50,---,0,0,---,---,---,---,100,---,---,---,50,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,4,1
16,147,zx.,147,18.353,42.132,28.934,50,33.33,33.33,50,---,---,---,---,---,0,---,---,0,---,100,0,---,---,---,---,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
34,148,Vee.,148,17.201,47.01763,13.452,18.18333,33.33,30.77,33.33,---,---,100,---,---,---,---,---,0,---,50,0,---,---,---,---,0,---,---,---,33.33,---,---,---,9EE1F5,2AB3D6,3,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,3,0,0,0,6,2
19,149,Yellow,149,16.831,39.425,5.076,50,33.33,33.33,0,---,---,---,---,---,---,---,100,0,---,0,0,---,---,---,---,100,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1
55,150,Meow Meow,150,16.625,52.538,3.046,16.67,33.33,33.33,---,---,---,0,---,---,0,---,---,---,---,---,0,---,---,---,---,100,---,---,---,0,100,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,1
56,151,shuli,151,16.619,25.71933,0,16.67,33.33,42.86,0,---,---,---,---,---,100,---,---,100,---,---,---,---,---,---,100,0,---,---,---,0,0,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3,1
57,151,Rampage,151,16.619,25.71933,0,16.67,33.33,42.86,0,---,---,---,---,---,100,---,---,100,---,---,---,---,---,---,100,0,---,---,---,0,0,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3,1
72,153,Stellar,153,16.374,50.335,10.152,23.375,14.29,16.67,0,---,---,0,---,---,20,---,---,0,---,0,---,---,---,---,---,0,---,---,---,66.67,0,---,---,9EE1F5,2AB3D6,3,0,0,2,0,0,5,0,0,1,0,2,0,0,0,0,0,1,0,0,0,3,1,0,0,7,2
32,154,Lupical,154,15.387,42.38575,20.812,27.27,25,36.36,0,---,---,---,---,---,---,---,---,---,---,50,50,---,---,---,---,50,---,---,---,33.33,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,3,0,0,0,4,1
114,155,Zelda1986,155,15.009,49.6954,1.523,5.555,20,25,50,---,---,0,---,---,50,---,---,0,---,50,0,---,---,---,---,33.33,---,0,---,0,---,---,---,9EE1F5,2AB3D6,2,0,0,2,0,0,4,0,0,3,0,4,1,0,0,0,0,3,0,1,0,4,0,0,0,10,2
106,156,C0mputerCat,156,14.395,63.24017,26.142,11.11,16.67,14.29,0,---,---,---,---,---,0,---,---,0,---,0,33.33,---,---,---,---,50,---,---,---,0,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,2,0,0,2,0,2,3,0,0,0,0,2,0,0,0,1,0,0,0,6,1
38,157,Reefy!,157,14.257,46.53133,21.828,18.18,33.33,28.57,0,---,---,100,---,---,---,---,---,---,---,25,50,---,---,---,---,0,---,0,---,33.33,---,---,---,9EE1F5,2AB3D6,2,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,3,0,0,0,6,1
193,158,Vessel,158,13.406,62.183,-5,16.67,0,20,---,---,---,---,---,---,0,---,---,---,---,---,---,---,---,---,0,---,---,0,---,100,0,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,1
194,158,sevenrei,158,13.406,62.183,-5,16.67,0,20,---,---,---,---,---,---,0,---,---,---,---,---,---,---,---,---,0,---,---,0,---,100,0,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,1
13,160,EebySleeby,160,12.338,35.364,9.137,10,33.33,42.86,---,---,---,---,---,---,---,---,100,---,---,50,33.33,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3,1
31,161,Agent,161,11.524,42.132,8.122,9.09,25,30,0,---,---,0,---,---,---,---,0,100,---,0,100,---,---,---,---,---,---,50,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,4,1
149,162,julian,162,11.353,91.8785,-5,0,0,25,0,---,---,---,---,---,0,---,---,100,---,0,0,---,---,---,---,0,---,100,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2,1
143,163,Neon,163,7.996,82.06433,-5,0,0,14.29,0,---,---,0,---,---,---,---,---,0,---,---,0,---,---,---,---,0,---,100,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,1
184,164,Pandora,164,7.905,53.173,-5,0,0,20,0,---,100,---,---,---,---,---,---,0,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
79,165,autumn,165,7.299,64.213,-5,20,0,0,0,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---,---,0,---,---,---,9EE1F5,2AB3D6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1
179,166,bruce GAYne,166,7.148,60.02525,-5,0,0,11.11,0,---,0,0,---,---,---,---,---,100,---,0,---,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,2,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2
159,167,luke,167,6.951,68.401,-5,10,0,0,0,---,---,0,---,---,0,---,---,0,---,0,---,---,---,---,---,0,---,---,---,---,0,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1
144,168,Grapplinggoon,168,6.914,63.28267,-5,12.5,0,0,0,---,---,0,---,---,---,---,---,---,---,0,0,---,---,---,---,---,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,3,1
